provenance_id,record_id,partition,molecule_name,inchikey,property_code,property_name,final_value,unit,value_origin_class,high_confidence_source_subset,reference_ids,primary_reference_id,source_category,publisher_or_host,doi,url,citation_or_web_title,value_basis,measurement_conditions_or_method_note,conditions_status,quality_grade,verification_note,provenance_reconstruction_basis
PV-00189,HC-0032,development,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.6372,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00190,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,43.985,MJ kg^-1,calculated from literature thermochemistry,True,REF-0108,REF-0108,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629629&Units=SI&Mask=6,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",NIST thermochemical net-basis derivation (L1_direct_delta_f_liquid_with_H2O_g): direct NIST liquid formation enthalpy + CODATA CO2(g)/H2O(g),Reaction: C15H32(l) + 23 O2(g) -> 15 CO2(g) + 16 H2O(g); calculation: C15H32(l) + 23 O2(g) -> 15 CO2(g) + 16 H2O(g); ΔcH° = 15×(-393.51) + 16×(-241.826) - (-428.8) kJ/mol. O2(g) standard-state formation enthalpy is 0 by convention. Central displayed values only; uncertainty not propagated.; source records: https://webbook.nist.gov/cgi/cbook.cgi?Source=1945PRO%2FROS263-267&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C629629&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C124389&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=7 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C7732185&Units=SI&Mask=7,reported,B,Identity matched by the NIST-displayed full InChIKey. First usable NIST display row in the highest available tier; central values only and uncertainty not propagated.,identity + property + reference matched to the audited prior provenance table
PV-00191,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.8024725,MJ L^-1,constructed from Y01 and Y03,False,REF-0108/REF-0109,REF-0108,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629629&Units=SI&Mask=6,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00192,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y03,Density,0.7685,g cm^-3,source-reported experimental value,True,REF-0109,REF-0109,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5729,Hazardous Substances Data Bank (HSDB),temperature 20 °C,0.7685 g/cu cm at 20 °C,reported,A,Numeric value and identity retained from PubChem PUG-View; source URL preserved verbatim.,identity + property + reference matched to the audited prior provenance table
PV-00193,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,9.85,degC,evaluated or compiled literature value,True,REF-0110,REF-0110,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629629&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated fusion temperature: Average of 19 out of 24 values; Individual data points,NIST fusion/melting temperature,Record type: fusion_temperature; method: AVG; comment: Average of 19 out of 24 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00194,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y05,Boiling point,266.85,degC,evaluated or compiled literature value,True,REF-0111,REF-0111,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629629&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,NIST normal boiling point,Record type: normal_boiling_point; method: AVG; comment: Average of 9 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00195,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y06,Flash point,132.0,degC,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table flash-point value,Open/closed-cup method and record-level measurement conditions were not retained.,not reported,not reassessed,,reference registry mapping only
PV-00196,HC-0033,development,Pentadecane,YCOZIPAWZNQLMR-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,2.4916,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00197,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.0001791277757,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-00198,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.01238360372469,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00199,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y03,Density,0.750278391091485,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-00200,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-89.42,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-00201,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y05,Boiling point,177.25,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-00202,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y06,Flash point,49.36175,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00203,HC-0034,development,"2,4-dimethylnonane",JZUUOAUSQCXSTN-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.976751136527137,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-00204,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.021,MJ kg^-1,calculated from literature thermochemistry,True,REF-0115,REF-0115,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629594&Units=SI&Mask=6,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",NIST thermochemical net-basis derivation (L1_direct_delta_f_liquid_with_H2O_g): direct NIST liquid formation enthalpy + CODATA CO2(g)/H2O(g),Reaction: C14H30(l) + 21.5 O2(g) -> 14 CO2(g) + 15 H2O(g); calculation: C14H30(l) + 21.5 O2(g) -> 14 CO2(g) + 15 H2O(g); ΔcH° = 14×(-393.51) + 15×(-241.826) - (-403.3) kJ/mol. O2(g) standard-state formation enthalpy is 0 by convention. Central displayed values only; uncertainty not propagated.; source records: https://webbook.nist.gov/cgi/cbook.cgi?Source=1945PRO%2FROS263-267&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C629594&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C124389&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=7 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C7732185&Units=SI&Mask=7,reported,B,Identity matched by the NIST-displayed full InChIKey. First usable NIST display row in the highest available tier; central values only and uncertainty not propagated.,identity + property + reference matched to the audited prior provenance table
PV-00205,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.764107,MJ L^-1,constructed from Y01 and Y03,False,REF-0115/REF-0072,REF-0115,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629594&Units=SI&Mask=6,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00206,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y03,Density,0.767,g cm^-3,experimental measurement,True,REF-0072,REF-0072,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1016/j.fluid.2017.02.010,https://doi.org/10.1016/j.fluid.2017.02.010,"Han, H.[Haishui]; Li, Z.[Zhuolin]; Chen, X.[Xinglong]; Li, S.[Shi]; Qin, J.[Jishun] (2017). Volume expansion prediction of supercritical CO 2  + crude oil. Fluid Phase Equilib. 439, 9-17. https://doi.org/10.1016/j.fluid.2017.02.010",direct at 20 C (within 0.5 K),Other PVT measurement; T=293.15 K; p=101.325 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00207,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,5.55,degC,evaluated or compiled literature value,True,REF-0116,REF-0116,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629594&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated fusion temperature: Average of 31 out of 32 values; Individual data points,NIST fusion/melting temperature,Record type: fusion_temperature; method: AVG; comment: Average of 31 out of 32 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00208,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y05,Boiling point,249.85,degC,evaluated or compiled literature value,True,REF-0117,REF-0117,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629594&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,NIST normal boiling point,Record type: normal_boiling_point; method: AVG; comment: Average of 9 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00209,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y06,Flash point,100.0,degC,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table flash-point value,Open/closed-cup method and record-level measurement conditions were not retained.,not reported,not reassessed,,reference registry mapping only
PV-00210,HC-0035,development,Tetradecane,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,2.2511,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
