legacy_sheet,legacy_row,legacy_name,legacy_formula,legacy_smiles,legacy_inchikey,Y02,current_index,record_id,molecule_name,molecular_formula,match_method,status,release_partition,source_claim_boundary
Training set (n=213),182,"2-Hexyl-1,1,5-trimethylcyclohexane",C15H30,C(CCCCC)C1C(CC(CC1)C)(C)C,CPJMNTQTMNBTCC-UHFFFAOYSA-N,36.29,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),192,"1,2,3-Trimethylbenzene",C9H12,CC1=C(C(=CC=C1)C)C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,36.88,,HC-0053,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),207,tert-Pentylbenzene,C13H20,,,34.1,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),2,Tetrahydrotricyclopentadiene,C15H22,,,42.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),3,Diamantane,C14H20,,,51.18,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),4,2-Methyladamantane,C11H18,,,38.77,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),5,Adamantane,C10H16,,,45.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),6,alpha-Pinane,C10H18,,,37.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),7,beta-Pinane,C10H18,,,37.6,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),8,Camphene,C10H16,,,37.4,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),9,Limonane,C10H20,,,37.2,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),12,"Tricyclo[3.3.0.0(3,7)]octane",C8H12,,,41.6,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),14,"trans-1,4-Dimethylcyclohexane",C8H16,,,34.5,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),20,Naphthalene,C10H8,,,48.1,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),25,Diethylnaphthalene,C14H16,,,43.5,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),26,Pentacyclododecane,C12H18,,,43.9,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),27,Dihydrodinorbornadiene,C11H16,,,41.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),28,1-Ethylbicyclohexane,C14H26,,,38.8,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),29,Longifolane,C15H24,,,39.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),30,Squalane,C30H62,,,36.0,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),31,Cyclopentanone,C5H8O,,,34.4,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
