reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0371,NIST Chemistry WebBook evaluated fusion temperature: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2189608&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0372,NIST Chemistry WebBook evaluated normal boiling point: Average of 11 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2189608&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0373,"Wisniak, J.[Jaime]; Cortez, G.[Gladis]; Peralta, R. D.[Rene D.]; Infante, R.[Ramiro]; Elizalde, L. E.[Luis E.]; Amaro, T. A.[Tlaloc A.]; Garcia, O.[Omar]; Soto, H.[Homero] (2008). Density, excess volume, and excess coefficient of thermal expansion of the binary systems of dimethyl carbonate with butyl methacrylate, allyl methacrylate, styrene, and vinyl acetate at T = (293.15, 303.15, and 313.15) K. J. Chem. Thermodyn. 40, 1671-1683. https://doi.org/10.1016/j.jct.2008.06.017",10.1016/j.jct.2008.06.017,https://doi.org/10.1016/j.jct.2008.06.017,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0374,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/171,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0375,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#100-42-5,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0376,"Marongiu, B.; Pusceddu, E.; Porcedda, S.[Silvia]; Lepori, L.; Matteoli, E. (2006). Thermodynamic study of 1,1,2,2-tetrachloroethane + hydrocarbon mixtures I. Excess and solvation enthalpies. Fluid Phase Equilib. 250, 105-115. https://doi.org/10.1016/j.fluid.2006.10.013",10.1016/j.fluid.2006.10.013,https://doi.org/10.1016/j.fluid.2006.10.013,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0377,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5315,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0378,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#98-06-6,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0379,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5173,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0380,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5177,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0381,"Morton, Davidson, et al., 1942 Morton, A.A.; Davidson, J.B.; Best, R.J., Condensation by Sodium XXI. n-Octyl and n-Decylsodium, J. Am. Chem. Soc., 1942, 64, 2239. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C6742547&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0382,"Steele and Watt, 1977 Steele, W.V.; Watt, I., The standard enthalpies of formation of adamantanoid compounds 4. Methyladamantanes, J. Chem. Thermodyn., 1977, 9, 843-849. [all data] | Varushchenko, Pashchenko, et al., 2001 Varushchenko, R.M.; Pashchenko, L.L.; Druzhinina, A.I.; Abramenkov, A.V.; Pimersin, A.A., Thermodynamics of vaporization of some alkyladamantanes, The Journal of Chemical Thermodynamics, 2001, 33, 7, 733-744, https://doi.org/10.1006/jcht.2000.0773 . [all data] | Steele and Watt, 1977 Steele, W.V.; Watt, I., The standard enthalpies of formation of adamantanoid compounds 4. Methyladamantanes, J. Chem. Thermodyn., 1977, 9, 843-849. [all data] | Varushchenko, Pashchenko, et al., 2001 Varushchenko, R.M.; Pashchenko, L.L.; Druzhinina, A.I.; Abramenkov, A.V.; Pimersin, A.A., Thermodynamics of vaporization of some alkyladamantanes, The Journal of Chemical Thermodynamics, 2001, 33, 7, 733-744, https://doi.org/10.1006/jcht.2000.0773 . [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C702794&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0383,"Zhao, L.[Lu]; Ye, D.[Dengfeng]; Guo, Y.[Yongsheng]; Fang, W.[Wenjun] (2019). Density and Viscosity of Ternary Mixture of Cyclopentanol + exo-Tetrahydrodicyclopentadiene + 1,3-Dimethyladamantane. J. Chem. Eng. Data 64, 2558-2567. https://doi.org/10.1021/acs.jced.9b00074",10.1021/acs.jced.9b00074,https://doi.org/10.1021/acs.jced.9b00074,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0384,"Clark, Knox, et al., 1977 Clark, Timothy; Knox, Trevor Mc.O.; Mackle, Henry; McKervey, M. Anthony, Order--disorder transitions in substituted adamantanes, J. Chem. Soc., Faraday Trans. 1, 1977, 73, 0, 1224, https://doi.org/10.1039/f19777301224 . [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C702794&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0385,"Anonymous, 1969 Anonymous, R., Freon Fluorocarbons - properties and applications, E. I. Du Pont, Freon Product Information, B-2, 1969. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C702794&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0386,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/321,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0387,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#77-73-6,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0388,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/6024,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0389,"Hipsher and Wise, 1954 Hipsher, H.F.; Wise, P.H., Dicyclic hydrocarbons. VIII. 1-Alkylnaphthalenes and some of their tetrahydro derivatives, J. Am. Chem. Soc., 1954, 76, 1747-1748. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1634099&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0390,"Hipsher and Wise, 1954, 2 Hipsher, H.F.; Wise, P.H., Dicyclic Hydrocarbons VIII. 1-Alkylnaphthalenes and Some of Their Tetrahydro Derivatives, J. Am. Chem. Soc., 1954, 76, 1747-8. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1634099&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0391,NIST Chemistry WebBook evaluated normal boiling point: Average of 11 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1634099&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0392,"Hipsher and Wise, 1954 Hipsher, H.F.; Wise, P.H., Dicyclic hydrocarbons. VIII. 1-Alkylnaphthalenes and some of their tetrahydro derivatives, J. Am. Chem. Soc., 1954, 76, 1747-1748. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1127760&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0393,"Hipsher and Wise, 1954, 2 Hipsher, H.F.; Wise, P.H., Dicyclic Hydrocarbons VIII. 1-Alkylnaphthalenes and Some of Their Tetrahydro Derivatives, J. Am. Chem. Soc., 1954, 76, 1747-8. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1127760&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0394,NIST Chemistry WebBook evaluated normal boiling point: Average of 17 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1127760&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0395,"Hipsher and Wise, 1954 Hipsher, H.F.; Wise, P.H., Dicyclic hydrocarbons. VIII. 1-Alkylnaphthalenes and some of their tetrahydro derivatives, J. Am. Chem. Soc., 1954, 76, 1747-1748. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2765186&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0396,"Hipsher and Wise, 1954, 2 Hipsher, H.F.; Wise, P.H., Dicyclic Hydrocarbons VIII. 1-Alkylnaphthalenes and Some of Their Tetrahydro Derivatives, J. Am. Chem. Soc., 1954, 76, 1747-8. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2765186&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0397,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2765186&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0398,"Speros and Rossini, 1960 Speros, D.M.; Rossini, F.D., Heats of combustion and formation of naphthalene, the two methylnaphthalenes, cis and trans decahydronaphthalene and related compounds, J. Phys. Chem., 1960, 64, 1723-1727. [all data] | Glaser and Ruland, 1957 Glaser, F.; Ruland, H., Untersuchungsen über dampfdruckkurven und kritische daten einiger technisch wichtiger organischer substanzen, Chem. Ing. Techn., 1957, 29, 772. [all data] | Speros and Rossini, 1960 Speros, D.M.; Rossini, F.D., Heats of combustion and formation of naphthalene, the two methylnaphthalenes, cis and trans decahydronaphthalene and related compounds, J. Phys. Chem., 1960, 64, 1723-1727. [all data] | Glaser and Ruland, 1957 Glaser, F.; Ruland, H., Untersuchungsen über dampfdruckkurven und kritische daten einiger technisch wichtiger organischer substanzen, Chem. Ing. Techn., 1957, 29, 772. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91576&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0399,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5274,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0400,NIST Chemistry WebBook evaluated fusion temperature: Average of 15 out of 16 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91576&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0401,NIST Chemistry WebBook evaluated normal boiling point: Average of 15 out of 16 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91576&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0402,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#120-12-7,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0403,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/702,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0404,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/530,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0405,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#92-52-4,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0406,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/2810,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0407,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#218-01-9,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0408,CAMEO Chemicals,,https://cameochemicals.noaa.gov/chemical/25069,PubChem source-linked experimental annotation,cameochemicals.noaa.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0409,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/2537,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0410,"Zhao, Unhannanant, et al., 2008 Zhao, Hui; Unhannanant, Patamaporn; Hanshaw, William; Chickos, James S., Enthalpies of Vaporization and Vapor Pressures of Some Deuterated Hydrocarbons. Liquid-Vapor Pressure Isotope Effects, J. Chem. Eng. Data, 2008, 53, 7, 1545-1556, https://doi.org/10.1021/je800091s . [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91203&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0411,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/184,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0412,NIST Chemistry WebBook evaluated fusion temperature: Average of 55 out of 57 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91203&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0413,NIST Chemistry WebBook evaluated normal boiling point: Average of 10 out of 11 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C91203&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0414,CAMEO Chemicals,,https://cameochemicals.noaa.gov/chemical/25068,PubChem source-linked experimental annotation,cameochemicals.noaa.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0415,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/2538,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0416,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#92-94-4,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0417,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5280,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0418,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/2166,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0419,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#85-01-8,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0420,Human Metabolome Database (HMDB),,https://www.hmdb.ca/metabolites/HMDB0036559,PubChem source-linked experimental annotation,www.hmdb.ca,Source-specific property URL and source label retained from the selected database annotation.
REF-0421,"Burwell, Shim, et al., 1957 Burwell, R.L.; Shim, B.K.C.; Rowlinson, H.C., The Exchange between Hydrocarbons and Deuterium on Plladium Catalysts, J. Am. Chem. Soc., 1957, 79, 5142. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C279232&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0422,"Desty and Whyman, 1957 Desty, D.H.; Whyman, B.H.F., Anal. Chem., 1957, 29, 320. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C279232&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0423,"Kozina, Skuratov, et al., 1961 Kozina, M.P.; Skuratov, S.M.; Shtekher, S.M.; Sosnina, I.E.; Turova-Polyak, M.B., Heats of combustion of some bicyclanes, Russ. J. Phys. Chem. (Engl. Transl.), 1961, 35, 1144-1146. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1606082&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0424,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1606082&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0425,"Kozin, Mirzaeva, et al., 1964 Kozin, M.P.; Mirzaeva, A.K.; Sosina, I.E.; Elagina, N.V.; Skuratov, S.M., The heats of formation of spiro hydrocarbons, Dokl. Phys. Chem. (Engl. Transl.), 1964, 155, 375-377. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C176636&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0426,"Turova-Pollyak, Sosnina, et al., 1957 Turova-Pollyak, M.B.; Sosnina, I.E.; Yudkina, T.P., Isomerization of Polymethylene Hydrocarbons und the Influence of Aluminum Chloride XX. Isomrization of Spiro[4.5]decane, Zh. Obshch. Khim., 1957, 27, 586-9. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C176636&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0427,"Pensado, A. S.[Alfonso S.]; Comunas, M. J. P.[Maria J.P.]; Lugo, L.[Luis]; Fernandez, J.[Josefa] (2005). Experimental Dynamic Viscosities of 2,3-Dimethylpentane up to 60 MPa and from (303.15 to 353.15) K Using a Rolling-Ball Viscometer. J. Chem. Eng. Data 50, 849-855. https://doi.org/10.1021/je049662k",10.1021/je049662k,https://doi.org/10.1021/je049662k,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0428,"Petrov, Sergienko, et al., 1959 Petrov, A.A.; Sergienko, S.R.; Nechitailo, N.A.; Tsedilina, A.L., Izv. Akad. Nauk SSSR, 1959, 1959, 1091-7. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1560936&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0429,"Petrov, Pavlov, et al., 1941 Petrov, A.D.; Pavlov, A.M.; Makarov, Ya.A., Synthesis of 2-Ethyldecane and 2,5-Dimethylhendecane, Zh. Obshch. Khim., 1941, 11, 1104. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C17085960&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0430,"Colonge and Berthoud, 1952 Colonge, J.; Berthoud, J., The Preparation of Several Pure Hydrocarbons, Bull. Soc. Chim. Fr., 1952, 1952, 211. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C17085960&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0431,"Petrov and Kaplan, 1942 Petrov, A.D.; Kaplan, E.P., Zh. Obshch. Khim., 1942, 12, 99. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1636415&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0432,"Sherk, Auger, et al., 1945 Sherk, K.W.; Auger, M.V.; Soffer, M.D., High Molecular Weight Hydrocarbons I. Eicosane, 1-Phenyleicosane, and 3-Ethyleicosane, J. Am. Chem. Soc., 1945, 67, 2239. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C13287020&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0433,"Landa and Sliva, 1932 Landa, S.; Sliva, V., Preparation of 2-Ethyloctadecane, Collect. Czech. Chem. Commun., 1932, 4, 538. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C13287020&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0434,NIST Chemistry WebBook evaluated fusion temperature: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3875512&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0435,NIST Chemistry WebBook evaluated normal boiling point: Average of 12 out of 15 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3875512&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0436,"Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of formation and combustion of the normal alkylcyclopentanes and cyclohexanes and the increment per CH2 group for several homologous series of hydrocarbons, J. Res. NBS, 1946, 37, 51-56. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3741002&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0437,"Larsen, Thorpe, et al., 1942 Larsen, R.G.; Thorpe, R.E.; Armfield, F.A., Oxidation Characteristics of Pure Hydrocarbons, Ind. Eng. Chem., 1942, 34, 183. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3741002&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0438,"Boord, Perilstein, et al., 1944 Boord, C.E.; Perilstein, W.L.; Greenlee, K.W., , Am. Pet. Inst. Hydrocarbon Res. Proj., Sixth Annu. Ref., Ohio State Univ., Aug. 31, 1944. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3178221&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0439,NIST Chemistry WebBook evaluated normal boiling point: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3178221&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0440,"McCaulay, Lien, et al., 1954 McCaulay, D.A.; Lien, A.P.; Launer, P.J., J. Am. Chem. Soc., 1954, 76, 2354. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C717748&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0441,"Aldrich Chemical Company Inc., 1990 Aldrich Chemical Company Inc., Catalog Handbook of Fine Chemicals, Aldrich Chemical Company, Inc., Milwaukee WI, 1990, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C717748&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0442,"Good, 1971 Good, W.D., The enthalpies of combustion and formation of indan and seven alkylindans, J. Chem. Thermodyn., 1971, 3, 711-717. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C6682719&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
